Project	Species	NumIsolates	AvgGenomeBP	TotalBP	NumVariantSite	NumBiallelicSite	NumTriallelicSite	NumQuadallelicSite	NumMultiallelicSite	NumVariantLow	NumBiallelicLow	NumMultiallelicLow	NumVariantModerate	NumBiallelicModerate	NumMultiallelicModerate	NumVariantHigh	NumBiallelicHigh	NumMultiallelicHigh	MeanSNPDist	MedianSNPDist	MaxSNPDist	NumBiallelicOverlappingGene	Percent	Dataset Size (#)	Dataset	hex_color	color
Sa_1	S. aureus	112	2800000	313600000	36671	36392	278	1	279	22233	22034	199	13375	13278	97	317	311	6	4795.495012870013	474	14539	72	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	35857	35593	264	0	264	21856	21667	189	12953	12864	89	323	318	5	5267.978603603604	474	14545	70	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	36128	35869	259	0	259	21940	21755	185	13119	13036	83	324	318	6	5728.8935006435	496	14627	70	75	112	S. aureus #1	#e6194B	red
Sa_1	S. aureus	112	2800000	313600000	33116	32901	214	1	215	20035	19882	153	12082	12009	73	294	289	5	4779.707368082368	413.5	14545	67	75	112	S. aureus #1	#e6194B	red
Sa_2	S. aureus	3	2800000	8400000	11123	11123	0	0	0	8008	8008	0	3127	3127	0	36	36	0	7414.333333333333	10995	11025	9	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	455	455	0	0	0	179	179	0	274	274	0	4	4	0	288	365	378	0	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11053	11052	1	0	1	7979	7978	1	3086	3086	0	35	35	0	7363	10959	10976	9	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	185	185	0	0	0	59	59	0	125	125	0	2	2	0	123.33333333333333	154	160	0	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	229	229	0	0	0	66	66	0	157	157	0	6	6	0	152.66666666666666	152	159	0	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11099	11099	0	0	0	7947	7947	0	3161	3161	0	38	38	0	7394	11006	11054	9	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11227	11226	1	0	1	8048	8047	1	3194	3194	0	34	34	0	7451.333333333333	10959	10977	10	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	11107	11107	0	0	0	7989	7989	0	3126	3126	0	39	39	0	7399	10986	11031	9	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	310	310	0	0	0	125	125	0	178	178	0	10	10	0	206.66666666666666	217	230	0	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	3	2800000	8400000	310	310	0	0	0	102	102	0	204	204	0	5	5	0	206.66666666666666	241	271	0	1	3	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11440	11439	1	0	1	8097	8096	1	3342	3341	1	49	49	0	3300.5238095238096	253	11057	9	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11744	11742	2	0	2	8228	8227	1	3527	3526	1	39	39	0	5370.476190476191	491	11019	10	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11364	11361	3	0	3	8082	8080	2	3289	3288	1	40	40	0	5323.047619047619	271	11010	9	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11448	11445	3	0	3	8111	8108	3	3344	3343	1	41	41	0	3305.7619047619046	360	11030	9	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11628	11623	5	0	5	8111	8107	4	3516	3514	2	49	48	1	5358.238095238095	509	11060	9	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11738	11733	5	0	5	8191	8187	4	3552	3550	2	45	44	1	6409.238095238095	10934	11069	9	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	46133	45927	206	0	206	34698	34519	179	11429	11381	48	105	103	2	15666.380952380952	10972	40006	29	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11345	11344	1	0	1	8073	8072	1	3273	3273	0	48	48	0	5324.809523809524	287	11032	10	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	452	452	0	0	0	169	169	0	274	274	0	12	12	0	163.23809523809524	173	250	0	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	7	2800000	19600000	11325	11323	2	0	2	8057	8056	1	3279	3278	1	37	37	0	5311.666666666667	271	11031	9	2.5	7	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	12039	12035	4	0	4	8320	8318	2	3712	3709	3	58	57	1	3197.358974358974	222	11057	10	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	46843	46632	211	0	211	34986	34804	182	11843	11791	52	115	114	1	10105.692307692309	5729	40252	29	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	12069	12063	6	0	6	8335	8332	3	3736	3733	3	49	49	0	5159.910256410257	512.5	11018	10	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11881	11876	5	0	5	8244	8239	5	3637	3636	1	53	53	0	5183.448717948718	406.5	11069	9	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	12142	12137	5	0	5	8291	8287	4	3839	3837	2	63	62	1	4354.025641025641	247.5	11060	10	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	46054	45844	210	0	210	34448	34261	187	11588	11540	48	118	116	2	9973.551282051281	5710.5	39581	28	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	46444	46234	210	0	210	34795	34614	181	11631	11581	50	118	116	2	9062.28205128205	231	40006	29	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11993	11990	3	0	3	8269	8267	2	3720	3719	1	55	55	0	5745.679487179487	10929.5	11063	11	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11931	11929	2	0	2	8298	8297	1	3633	3632	1	51	51	0	3187.4102564102564	219	11019	11	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	13	2800000	36400000	11659	11656	3	0	3	8167	8166	1	3498	3496	2	44	44	0	3213.551282051282	186	11031	10	5	13	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12459	12455	4	0	4	8438	8436	2	4006	4003	3	68	67	1	2210.3473684210526	222	11057	10	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	47479	47259	220	0	220	35160	34975	185	12289	12229	60	131	130	1	6949.0684210526315	361	40252	29	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12783	12773	10	0	10	8575	8568	7	4197	4193	4	66	66	0	4975.542105263158	436.5	11040	12	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12432	12425	7	0	7	8414	8408	6	4008	4006	2	65	65	0	3842.1157894736843	303.5	11069	9	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46446	46233	213	0	213	34578	34393	185	11836	11786	50	131	129	2	8091.115789473684	428	39596	29	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46336	46121	215	0	215	34512	34322	190	11795	11743	52	129	126	3	7534.1578947368425	382	39581	29	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46904	46687	217	0	217	34919	34734	185	11958	11903	55	127	125	2	7566.357894736842	310.5	40022	29	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12210	12207	3	0	3	8329	8327	2	3870	3869	1	63	63	0	4447.273684210526	253.5	11063	11	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	12251	12249	2	0	2	8380	8379	1	3862	3861	1	62	62	0	4426.526315789473	244.5	11032	12	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	20	2800000	56000000	46942	46729	213	0	213	34966	34783	183	11956	11904	52	123	122	1	7577.942105263158	246	40182	29	7.5	20	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	12915	12910	5	0	5	8562	8559	3	4325	4322	3	83	82	1	2392.957264957265	227	11069	11	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	47965	47740	225	0	225	35291	35104	187	12631	12567	64	146	145	1	5885.054131054131	285	40252	30	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	13144	13134	10	0	10	8680	8673	7	4442	4438	4	79	79	0	4065.7521367521367	271	11040	13	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	12735	12727	8	0	8	8498	8492	6	4218	4215	3	74	74	0	3592.6267806267806	275	11095	9	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	46751	46534	217	0	217	34655	34468	187	12059	12007	52	136	134	2	6315.25641025641	229	39596	29	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	46766	46547	219	0	219	34635	34443	192	12091	12037	54	142	139	3	6280.185185185185	302	39581	30	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	47557	47337	220	0	220	35161	34975	186	12359	12302	57	139	137	2	8947.410256410256	326	40201	29	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	13038	13029	9	0	9	8567	8561	6	4449	4445	4	78	77	1	4511.811965811966	292	11066	11	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	12466	12463	3	0	3	8438	8437	1	4014	4012	2	67	67	0	4467.242165242165	233	11032	12	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	27	2800000	75600000	47711	47486	225	0	225	35242	35048	194	12436	12380	56	137	135	2	8938.809116809116	255	40182	29	10	27	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	48380	48149	231	0	231	35397	35199	198	12918	12856	62	168	165	3	4912.560606060606	265	40213	29	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	48128	47901	227	0	227	35335	35147	188	12745	12680	65	151	150	1	6218.407196969697	385.5	40252	30	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	13337	13327	10	0	10	8734	8727	7	4570	4566	4	91	91	0	3498.753787878788	243	11040	14	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	12944	12934	10	0	10	8559	8552	7	4359	4355	4	81	80	1	3513.8352272727275	246.5	11095	9	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	46997	46778	219	0	219	34724	34535	189	12227	12175	52	146	144	2	5746.174242424242	222	39596	30	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	47212	46988	224	0	224	34745	34550	195	12412	12356	56	157	154	3	5295.314393939394	267.5	39581	31	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	47713	47491	222	0	222	35200	35013	187	12473	12415	58	142	140	2	7520.217803030303	242	40201	29	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	13297	13287	10	0	10	8639	8633	6	4629	4624	5	86	85	1	3922.3314393939395	263.5	11066	11	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	12873	12869	4	0	4	8563	8562	1	4286	4283	3	80	80	0	4256.994318181818	237	11033	12	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	33	2800000	92400000	48148	47909	239	0	239	35380	35178	202	12724	12659	65	150	148	2	8300.193181818182	261	40182	31	12.5	33	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49966	49717	249	0	249	35828	35621	207	14033	13961	72	212	209	3	4347.022614201719	257	40213	30	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49817	49572	245	0	245	35784	35584	200	13934	13859	75	202	198	4	4750.619176843057	259	40284	31	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	50048	49791	257	0	257	35931	35714	217	14022	13950	72	199	195	4	5837.714156490276	267	40275	32	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49803	49542	261	0	261	35820	35606	214	13891	13809	82	197	194	3	6039.376752600633	344	40182	32	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49045	48796	249	0	249	35309	35108	201	13648	13573	75	190	186	4	4526.587516960652	231	39596	32	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	50265	50003	262	0	262	35937	35719	218	14225	14148	77	208	203	5	5808.865671641791	278	40233	32	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	50029	49771	258	0	258	35862	35646	216	14068	13994	74	201	197	4	7907.503844414292	269	40301	29	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	14500	14485	15	0	15	9002	8994	8	5437	5429	8	122	120	2	3785.704658525554	250	11130	12	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49664	49408	256	0	256	35755	35547	208	13811	13733	78	206	204	2	5120.648575305292	265	40295	33	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	67	2800000	187600000	49783	49522	261	0	261	35780	35563	217	13899	13820	79	210	207	3	5836.8082315694255	252	40224	31	25	67	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	53286	52972	314	0	314	36768	36522	246	16317	16203	114	310	302	8	4964.9868701604755	269	40300	33	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52875	52585	290	0	290	36627	36397	230	16071	15975	96	281	276	5	5154.553248793626	251	40300	33	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52930	52627	303	0	303	36662	36421	241	16106	16004	102	269	264	5	6305.197508697116	344	40302	33	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52841	52522	319	0	319	36649	36403	246	16020	15904	116	281	275	6	6305.0595892716865	303	40189	33	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52461	52167	294	0	294	36424	36194	230	15876	15775	101	269	263	6	4486.549433284705	237	40226	34	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	53097	52779	318	0	318	36715	36462	253	16197	16087	110	293	285	8	6298.823139939401	269	40233	34	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	53072	52753	319	0	319	36688	36438	250	16210	16097	113	282	276	6	6230.389743014252	296	40302	35	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52044	51752	292	0	292	36390	36154	236	15501	15404	97	258	254	4	5334.244978116934	263	40224	32	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52989	52688	301	0	301	36651	36410	241	16165	16067	98	282	277	5	5601.368421052632	261	40300	36	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	134	2800000	375200000	52969	52661	308	0	308	36695	36455	240	16089	15979	110	293	288	5	6494.283020985299	276	40233	34	50	134	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	200	2800000	560000000	55394	55032	362	0	362	37298	37025	273	17840	17700	140	366	357	9	5075.860603015075	267	40302	36	75	200	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	200	2800000	560000000	54866	54540	326	0	326	37135	36876	259	17496	17383	113	343	336	7	5975.183165829146	275	40302	35	75	200	S. aureus #2	#fabebe	pink
Sa_2	S. aureus	200	2800000	560000000	55589	55231	358	0	358	37339	37064	275	18004	17869	135	355	347	8	5618.107135678392	282	40302	35	75	200	S. aureus #2	#fabebe	pink
Efm_1	E. faecium	2	2900000	5800000	3994	3994	0	0	0	3163	3163	0	838	838	0	11	11	0	3994	3994	3994	1	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4	4	0	0	0	3	3	0	0	0	0	1	1	0	4	4	4	0	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	3382	3382	0	0	0	2702	2702	0	677	677	0	12	12	0	3382	3382	3382	2	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4737	4737	0	0	0	3762	3762	0	976	976	0	16	16	0	4737	4737	4737	2	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	184	184	0	0	0	121	121	0	64	64	0	1	1	0	184	184	184	0	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	3427	3427	0	0	0	2643	2643	0	779	779	0	15	15	0	3427	3427	3427	1	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4027	4027	0	0	0	3106	3106	0	911	911	0	17	17	0	4027	4027	4027	3	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4323	4323	0	0	0	3379	3379	0	943	943	0	15	15	0	4323	4323	4323	1	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	27	27	0	0	0	10	10	0	17	17	0	1	1	0	27	27	27	0	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	2	2900000	5800000	4524	4524	0	0	0	3366	3366	0	1150	1150	0	22	22	0	4524	4524	4524	1	1	2	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4788	4769	19	0	19	3718	3702	16	1074	1070	4	15	15	0	2965.5	4059.5	4314	1	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4849	4848	1	0	1	3812	3811	1	1037	1037	0	17	17	0	2416.8333333333335	2402.5	4815	1	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	5888	5854	34	0	34	4584	4556	28	1306	1298	8	19	19	0	3352.3333333333335	3903	4407	2	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	6433	6399	34	0	34	4908	4881	27	1518	1511	7	25	25	0	3615.3333333333335	3765	4755	2	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	5235	5226	9	0	9	4098	4089	9	1139	1137	2	21	21	0	2977.8333333333335	3666	4461	3	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	6889	6863	26	0	26	5193	5171	22	1685	1681	4	31	31	0	3760	4141.5	4507	2	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	6538	6512	26	0	26	4977	4955	22	1556	1552	4	25	25	0	3591.5	3965	4523	3	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4370	4370	0	0	0	3389	3389	0	980	980	0	15	15	0	2893.6666666666665	4298.5	4323	2	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	8109	8108	1	0	1	6215	6215	0	1893	1892	1	29	29	0	4036.1666666666665	4019.5	8076	5	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	4	2900000	11600000	4596	4595	1	0	1	3383	3383	0	1204	1203	1	24	24	0	2296.3333333333335	2298.5	4524	2	2.5	4	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	7036	6988	48	0	48	5285	5246	39	1748	1736	12	27	27	0	3139.3928571428573	3814	4543	2	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	5760	5744	16	0	16	4439	4425	14	1319	1317	2	24	24	0	2187.6785714285716	1066.5	4815	2	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	7156	7121	35	0	35	5338	5309	29	1810	1802	8	31	31	0	2824.9285714285716	3811.5	5310	2	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	8312	8258	54	0	54	6331	6286	45	1977	1966	11	29	29	0	3589	4053.5	5157	2	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	8561	8493	68	0	68	6514	6456	58	2040	2025	15	33	33	0	3498.6428571428573	4001	5332	3	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	7208	7164	44	0	44	5396	5359	37	1802	1793	9	33	33	0	3196	3823	4522	3	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	6786	6751	35	0	35	5112	5084	28	1667	1660	7	30	30	0	3061.5714285714284	3552	4822	3	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	6556	6530	26	0	26	4953	4931	22	1596	1592	4	26	26	0	2927.8928571428573	4289.5	4559	3	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	10157	10090	67	0	67	7628	7572	56	2518	2497	21	40	40	0	3842.785714285714	3841	8076	5	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	8	2900000	23200000	6589	6561	28	0	28	4958	4935	23	1618	1613	5	33	33	0	2679.1428571428573	4200.5	4551	3	5	8	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7090	7042	48	0	48	5299	5260	39	1783	1771	12	32	32	0	2989.327272727273	3894	4543	2	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7602	7551	51	0	51	5883	5839	44	1714	1705	9	30	30	0	2996.690909090909	4116	5322	2	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7216	7181	35	0	35	5348	5319	29	1857	1849	8	34	34	0	2631.5272727272727	3877	5310	2	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	8376	8322	54	0	54	6350	6305	45	2022	2011	11	29	29	0	3328.163636363636	4063	5157	2	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	8625	8557	68	0	68	6530	6472	58	2086	2071	15	35	35	0	3237.909090909091	3957	5349	3	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	7260	7216	44	0	44	5411	5374	37	1838	1829	9	34	34	0	2938.672727272727	3739	4553	3	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	6832	6797	35	0	35	5127	5099	28	1698	1691	7	30	30	0	3070.2909090909093	3860	4822	3	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	8342	8297	45	0	45	6323	6284	39	2007	2000	7	36	36	0	3377.4363636363637	4289	5348	3	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	10316	10240	76	0	76	7708	7644	64	2597	2574	23	42	42	0	3413.327272727273	3816	8087	5	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	11	2900000	31900000	6748	6720	28	0	28	5030	5007	23	1704	1699	5	35	35	0	3001.7818181818184	4047	4551	3	7.5	11	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	7160	7112	48	0	48	5321	5282	39	1828	1816	12	35	35	0	2932.961904761905	4027	4556	2	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8516	8461	55	0	55	6442	6396	46	2062	2051	11	37	37	0	3062.4857142857145	3913	5322	2	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	7269	7233	36	0	36	5359	5330	29	1895	1886	9	38	38	0	2117.9142857142856	1147	5310	2	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8825	8770	55	0	55	6595	6549	46	2220	2209	11	35	35	0	3345.7809523809524	4049	5328	2	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8699	8631	68	0	68	6557	6499	58	2127	2112	15	41	41	0	3150.295238095238	3718	5349	3	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8738	8669	69	0	69	6573	6514	59	2153	2138	15	39	39	0	3160.980952380952	3999	5337	3	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	6883	6848	35	0	35	5145	5117	28	1729	1722	7	32	32	0	2952.1047619047617	3866	4822	3	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8610	8546	64	0	64	6505	6450	55	2093	2081	12	38	38	0	3226.152380952381	4080	5348	3	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	10447	10370	77	0	77	7759	7694	65	2673	2650	23	46	46	0	3423.6761904761906	3877	8087	6	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	15	2900000	43500000	8484	8437	47	0	47	6365	6325	40	2103	2095	8	42	42	0	3108.8571428571427	4080	5362	3	10	15	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8871	8802	69	0	69	6626	6568	58	2227	2211	16	44	44	0	2993.2339181286548	4057	4975	2	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8641	8586	55	0	55	6479	6433	46	2143	2132	11	45	45	0	3158.6315789473683	4035	5349	3	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	7332	7296	36	0	36	5382	5353	29	1934	1925	9	39	39	0	2373.2690058479534	3192	5310	3	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8916	8860	56	0	56	6627	6581	46	2276	2264	12	38	38	0	3241.4269005847955	4038	5328	2	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8878	8810	68	0	68	6633	6575	58	2228	2213	15	43	43	0	3066.5497076023394	3741	5353	3	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8778	8709	69	0	69	6587	6528	59	2179	2164	15	39	39	0	3156.625730994152	3999	5337	3	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	7030	6995	35	0	35	5208	5180	28	1810	1803	7	35	35	0	2984.058479532164	3903	4848	3	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8752	8684	68	0	68	6571	6513	58	2166	2151	15	41	41	0	3314.970760233918	4252	5348	3	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	11739	11638	101	0	101	8816	8729	87	2905	2876	29	49	49	0	3472.3567251461986	3882	8087	6	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	19	2900000	55100000	8800	8734	66	0	66	6568	6512	56	2215	2202	13	45	45	0	3036.7894736842104	3894	5362	4	12.5	19	E. faecium #1	#9A6324	brown
Efm_1	E. faecium	38	2900000	110200000	9089	9019	70	0	70	6690	6632	58	2376	2359	17	49	49	0	3065.7354196301567	3936	5349	4	25	38	E. faecium #1	#9A6324	brown
